step,epoch,batch,loss,cls_loss,ra_loss,lr
1740,1,1740,35.55408477783203,0.6618422865867615,34.892242431640625,0.0001
1760,1,1760,36.658592224121094,0.6444389224052429,36.01415252685547,0.0001
1780,1,1780,35.397239685058594,0.6331104636192322,34.764129638671875,0.0001
1800,1,1800,35.48887252807617,0.6378505825996399,34.85102081298828,0.0001
1820,1,1820,36.278480529785156,0.6471350789070129,35.631343841552734,0.0001
1840,1,1840,35.605281829833984,0.6188310384750366,34.9864501953125,0.0001
1860,1,1860,35.448055267333984,0.7001702785491943,34.747886657714844,0.0001
1880,1,1880,35.345245361328125,0.59923255443573,34.74601364135742,0.0001
1900,1,1900,35.54506301879883,0.5849171876907349,34.96014404296875,0.0001
1920,1,1920,35.534400939941406,0.6481539011001587,34.88624572753906,0.0001
1940,1,1940,35.42945098876953,0.6204020977020264,34.80904769897461,0.0001
1960,1,1960,35.59065246582031,0.5743823647499084,35.01626968383789,0.0001
1980,1,1980,35.51435852050781,0.5438710451126099,34.97048568725586,0.0001
2000,1,2000,35.43287658691406,0.6027055978775024,34.830169677734375,0.0001
2020,1,2020,35.696144104003906,0.7054126262664795,34.99073028564453,0.0001
2040,1,2040,36.07577133178711,0.5121777653694153,35.563594818115234,0.0001
2060,1,2060,35.570594787597656,0.611401379108429,34.95919418334961,0.0001
2080,1,2080,35.956295013427734,0.7696425318717957,35.18665313720703,0.0001
2100,1,2100,35.42276382446289,0.6360507011413574,34.786712646484375,0.0001
2120,1,2120,35.584144592285156,0.6212319731712341,34.962913513183594,0.0001
2140,1,2140,35.36882019042969,0.6273021697998047,34.741519927978516,0.0001
2160,1,2160,35.74897003173828,0.7729350328445435,34.976036071777344,0.0001
2180,1,2180,35.37543487548828,0.6272758841514587,34.7481575012207,0.0001
2200,1,2200,35.375431060791016,0.6233090162277222,34.75212097167969,0.0001
2220,1,2220,35.495906829833984,0.6007047891616821,34.89520263671875,0.0001
2240,1,2240,35.666648864746094,0.6744527816772461,34.99219512939453,0.0001
2260,1,2260,35.3394889831543,0.5953763127326965,34.74411392211914,0.0001
2280,1,2280,38.808876037597656,0.5897740721702576,38.21910095214844,0.0001
2300,1,2300,35.49058151245117,0.6793323755264282,34.811248779296875,0.0001
2320,1,2320,36.33543395996094,0.6470687389373779,35.6883659362793,0.0001
2340,1,2340,35.292110443115234,0.5462935566902161,34.74581527709961,0.0001
2360,1,2360,35.5984001159668,0.5430303812026978,35.05537033081055,0.0001
2380,1,2380,35.341922760009766,0.5853563547134399,34.75656509399414,0.0001
2400,1,2400,35.52122497558594,0.5634612441062927,34.957763671875,0.0001
2420,1,2420,35.356048583984375,0.6068544387817383,34.74919509887695,0.0001
2440,1,2440,35.36772918701172,0.6168198585510254,34.75090789794922,0.0001
2460,1,2460,35.50227737426758,0.7480012774467468,34.754276275634766,0.0001
2480,1,2480,35.35260772705078,0.607791006565094,34.744815826416016,0.0001
2500,1,2500,41.61313247680664,0.7617277503013611,40.85140609741211,0.0001
2520,1,2520,35.454158782958984,0.48835232853889465,34.96580505371094,0.0001
2540,1,2540,35.468955993652344,0.7202181816101074,34.74873733520508,0.0001
2560,1,2560,35.29354476928711,0.5412189960479736,34.75232696533203,0.0001
2580,1,2580,35.39823532104492,0.5807373523712158,34.81749725341797,0.0001
2600,1,2600,35.48310089111328,0.5201514959335327,34.962947845458984,0.0001
2620,1,2620,35.48262405395508,0.7034803628921509,34.779144287109375,0.0001
2640,1,2640,35.400333404541016,0.6552550792694092,34.745079040527344,0.0001
2660,1,2660,35.607269287109375,0.6625385284423828,34.944732666015625,0.0001
2680,1,2680,35.57954788208008,0.5703157782554626,35.00923156738281,0.0001
2700,1,2700,35.51513671875,0.6234882473945618,34.89164733886719,0.0001
2720,1,2720,35.627132415771484,0.6723781824111938,34.95475387573242,0.0001
2740,1,2740,35.39851379394531,0.6581226587295532,34.74039077758789,0.0001
2760,1,2760,35.32827377319336,0.540245771408081,34.788028717041016,0.0001
2780,1,2780,35.29467010498047,0.5537137985229492,34.7409553527832,0.0001
2800,1,2800,35.441165924072266,0.5645685791969299,34.8765983581543,0.0001
2820,1,2820,35.34275817871094,0.6025022268295288,34.740257263183594,0.0001
2840,1,2840,35.28517532348633,0.5433467626571655,34.74182891845703,0.0001
2860,1,2860,35.55801010131836,0.6292146444320679,34.928794860839844,0.0001
2880,1,2880,35.347747802734375,0.5804116725921631,34.767337799072266,0.0001
2900,1,2900,36.771358489990234,0.6247622966766357,36.1465950012207,0.0001
2920,1,2920,35.352970123291016,0.6123360395431519,34.74063491821289,0.0001
2940,1,2940,35.438533782958984,0.6554828882217407,34.783050537109375,0.0001
2960,1,2960,35.66503143310547,0.7016294002532959,34.963401794433594,0.0001
2980,1,2980,35.49412536621094,0.572604775428772,34.9215202331543,0.0001
3000,1,3000,37.0302619934082,0.6886860132217407,36.341575622558594,0.0001
3020,1,3020,35.388126373291016,0.4964935779571533,34.891632080078125,0.0001
3040,1,3040,35.319313049316406,0.541715681552887,34.77759552001953,0.0001
3060,1,3060,35.940460205078125,0.7549268007278442,35.18553161621094,0.0001
3080,1,3080,36.79513931274414,0.676859974861145,36.11827850341797,0.0001
3100,1,3100,35.41621398925781,0.6616472005844116,34.75456619262695,0.0001
3120,1,3120,36.620018005371094,0.5905014276504517,36.029518127441406,0.0001
3140,1,3140,35.73830032348633,0.48896509408950806,35.24933624267578,0.0001
3160,1,3160,36.11610412597656,0.5442723035812378,35.57183074951172,0.0001
3180,1,3180,36.69614028930664,0.809188187122345,35.8869514465332,0.0001
3200,1,3200,37.25029754638672,0.6150104999542236,36.63528823852539,0.0001
3220,1,3220,35.298797607421875,0.5242669582366943,34.774532318115234,0.0001
3240,1,3240,35.3874397277832,0.6106821894645691,34.776756286621094,0.0001
3260,1,3260,35.52105712890625,0.7681618928909302,34.75289535522461,0.0001
3280,1,3280,35.41684341430664,0.6623865365982056,34.75445556640625,0.0001
3300,1,3300,35.35628128051758,0.6059242486953735,34.75035858154297,0.0001
3320,1,3320,35.449893951416016,0.7025817632675171,34.747310638427734,0.0001
3340,1,3340,35.47443771362305,0.6904536485671997,34.78398513793945,0.0001
3360,1,3360,35.31864929199219,0.5743459463119507,34.74430465698242,0.0001
3380,1,3380,35.27538299560547,0.5327836871147156,34.74259948730469,0.0001
3400,1,3400,35.33839416503906,0.5930759906768799,34.74531936645508,0.0001
3420,1,3420,35.3150749206543,0.5716120004653931,34.74346160888672,0.0001
3440,1,3440,35.35313034057617,0.6106902360916138,34.74243927001953,0.0001
3460,1,3460,35.358028411865234,0.613319456577301,34.74470901489258,0.0001
3480,1,3480,35.50250244140625,0.7602149248123169,34.742286682128906,0.0001
3500,1,3500,35.485618591308594,0.7421811819076538,34.743438720703125,0.0001
3520,1,3520,35.400760650634766,0.6528114676475525,34.747947692871094,0.0001
3540,1,3540,35.370941162109375,0.6273584961891174,34.74358367919922,0.0001
3560,1,3560,35.26910400390625,0.5274979472160339,34.741607666015625,0.0001
3580,1,3580,35.24707794189453,0.5019857883453369,34.74509048461914,0.0001
3600,1,3600,35.337406158447266,0.5946612358093262,34.74274444580078,0.0001
3620,1,3620,35.3336067199707,0.5918328166007996,34.74177551269531,0.0001
3640,1,3640,35.24085235595703,0.49627232551574707,34.74457931518555,0.0001
3660,1,3660,35.323936462402344,0.5811914801597595,34.74274444580078,0.0001
3680,1,3680,35.53266906738281,0.7881574630737305,34.744510650634766,0.0001
3700,1,3700,35.454410552978516,0.7107364535331726,34.743675231933594,0.0001
3720,1,3720,35.39768981933594,0.6571460962295532,34.740543365478516,0.0001
3740,1,3740,35.46385955810547,0.7198721766471863,34.743988037109375,0.0001
3760,1,3760,35.408084869384766,0.6664505004882812,34.741634368896484,0.0001
3780,1,3780,35.28437805175781,0.543075442314148,34.741302490234375,0.0001
3800,1,3800,35.40089797973633,0.659558892250061,34.74134063720703,0.0001
3820,1,3820,35.27745819091797,0.5361918210983276,34.741268157958984,0.0001
3840,1,3840,35.3676643371582,0.6256960034370422,34.74197006225586,0.0001
3860,1,3860,35.29899978637695,0.5571245551109314,34.74187469482422,0.0001
3880,1,3880,35.33625411987305,0.5766220688819885,34.7596321105957,0.0001
3900,1,3900,35.378807067871094,0.6376668214797974,34.74113845825195,0.0001
3920,1,3920,35.33290481567383,0.5790671110153198,34.75383758544922,0.0001
3940,1,3940,35.322322845458984,0.5820510387420654,34.740272521972656,0.0001
3960,1,3960,35.3248291015625,0.584053099155426,34.74077606201172,0.0001
3980,1,3980,35.41106414794922,0.6599469184875488,34.75111770629883,0.0001
4000,1,4000,35.39071273803711,0.6487727165222168,34.741939544677734,0.0001
4020,1,4020,35.36664581298828,0.6253647208213806,34.74127960205078,0.0001
4040,1,4040,35.49394226074219,0.7528327107429504,34.74110794067383,0.0001
4060,1,4060,35.465091705322266,0.7237474918365479,34.7413444519043,0.0001
4080,1,4080,35.36228942871094,0.6216245293617249,34.740665435791016,0.0001
4100,1,4100,35.34823989868164,0.6049928069114685,34.743247985839844,0.0001
4120,1,4120,35.35913848876953,0.6191779971122742,34.739959716796875,0.0001
4140,1,4140,35.37793731689453,0.6374166011810303,34.74052047729492,0.0001
4160,1,4160,35.45121383666992,0.7081154584884644,34.743099212646484,0.0001
4180,1,4180,35.297760009765625,0.5568562746047974,34.740901947021484,0.0001
4200,1,4200,35.4129524230957,0.6710795760154724,34.74187469482422,0.0001
4220,1,4220,35.34676742553711,0.6032337546348572,34.743534088134766,0.0001
4240,1,4240,35.2165641784668,0.46654626727104187,34.75001907348633,0.0001
4260,1,4260,35.32667541503906,0.5848472118377686,34.74182891845703,0.0001
4280,1,4280,35.39160919189453,0.651435136795044,34.74017333984375,0.0001
4300,1,4300,35.330650329589844,0.5901864767074585,34.74046325683594,0.0001
4320,1,4320,35.4996223449707,0.7596712112426758,34.739952087402344,0.0001
4340,1,4340,35.24149703979492,0.5011836290359497,34.74031448364258,0.0001
4360,1,4360,35.378028869628906,0.6369317770004272,34.74109649658203,0.0001
4380,1,4380,35.519622802734375,0.7782825231552124,34.74134063720703,0.0001
4400,1,4400,35.28431701660156,0.5437334179878235,34.74058532714844,0.0001
4420,1,4420,35.319580078125,0.5772448778152466,34.74233627319336,0.0001
4440,1,4440,35.17897415161133,0.4382596015930176,34.74071502685547,0.0001
4460,1,4460,35.209144592285156,0.468707799911499,34.74043655395508,0.0001
4480,1,4480,35.274658203125,0.5294761657714844,34.745182037353516,0.0001
4500,1,4500,35.288841247558594,0.5483229160308838,34.740516662597656,0.0001
4520,1,4520,35.38457107543945,0.6335722804069519,34.750999450683594,0.0001
4540,1,4540,35.22367477416992,0.48403477668762207,34.73963928222656,0.0001
4560,1,4560,35.31649398803711,0.575396716594696,34.74109649658203,0.0001
4580,1,4580,35.290279388427734,0.5492417216300964,34.74103927612305,0.0001
4600,1,4600,35.26081848144531,0.5208423733711243,34.73997497558594,0.0001
4620,1,4620,35.27191925048828,0.5304145812988281,34.74150466918945,0.0001
4640,1,4640,35.380733489990234,0.6407138705253601,34.740020751953125,0.0001
4660,1,4660,35.279598236083984,0.5400665998458862,34.739532470703125,0.0001
4680,1,4680,35.356468200683594,0.6153852939605713,34.74108123779297,0.0001
4700,1,4700,35.39606857299805,0.6547602415084839,34.741310119628906,0.0001
4720,1,4720,35.309326171875,0.5683832168579102,34.740943908691406,0.0001
4740,1,4740,35.25837707519531,0.518364667892456,34.740013122558594,0.0001
4760,2,8,35.284976959228516,0.5451421141624451,34.73983383178711,0.0001
4780,2,28,35.01535415649414,0.2743641436100006,34.740989685058594,0.0001
4800,2,48,35.283111572265625,0.5403385162353516,34.74277114868164,0.0001
4820,2,68,35.339561462402344,0.5992382764816284,34.74032211303711,0.0001
4840,2,88,35.35871887207031,0.6164432764053345,34.74227523803711,0.0001
4860,2,108,35.33659744262695,0.5961958765983582,34.74040222167969,0.0001
4880,2,128,35.287593841552734,0.5477482080459595,34.739845275878906,0.0001
4900,2,148,35.32115936279297,0.5814539790153503,34.73970413208008,0.0001
4920,2,168,35.17438507080078,0.4309718906879425,34.743412017822266,0.0001
4940,2,188,35.338905334472656,0.5988931655883789,34.740013122558594,0.0001
4960,2,208,35.25169372558594,0.5122596621513367,34.73943328857422,0.0001
4980,2,228,35.14615249633789,0.40328821539878845,34.742862701416016,0.0001
5000,2,248,35.19703674316406,0.45696452260017395,34.74007034301758,0.0001
5020,2,268,35.28733444213867,0.5478562116622925,34.739479064941406,0.0001
5040,2,288,35.328857421875,0.5875171422958374,34.74134063720703,0.0001
5060,2,308,35.21153259277344,0.471136212348938,34.740394592285156,0.0001
5080,2,328,36.48314666748047,0.4592984914779663,36.02384948730469,0.0001
5100,2,348,35.7127685546875,0.6622074246406555,35.050559997558594,0.0001
5120,2,368,35.31768798828125,0.552594780921936,34.76509475708008,0.0001
5140,2,388,35.419429779052734,0.6709650754928589,34.74846649169922,0.0001
5160,2,408,35.31597137451172,0.5678615570068359,34.74810791015625,0.0001
5180,2,428,35.35083770751953,0.596814751625061,34.754024505615234,0.0001
5200,2,448,35.308128356933594,0.5674012303352356,34.740726470947266,0.0001
5220,2,468,35.3499870300293,0.6055806279182434,34.744407653808594,0.0001
5240,2,488,35.256126403808594,0.4899485409259796,34.766178131103516,0.0001
5260,2,508,35.342430114746094,0.6000428199768066,34.74238586425781,0.0001
5280,2,528,35.250328063964844,0.5078440308570862,34.74248504638672,0.0001
5300,2,548,35.36109924316406,0.6146537065505981,34.74644470214844,0.0001
5320,2,568,35.34926986694336,0.6081711649894714,34.7411003112793,0.0001
5340,2,588,35.31637954711914,0.5753443241119385,34.74103546142578,0.0001
5360,2,608,35.24556350708008,0.5023443698883057,34.74321746826172,0.0001
5380,2,628,35.34774398803711,0.6017477512359619,34.745994567871094,0.0001
5400,2,648,35.241363525390625,0.49419668316841125,34.74716567993164,0.0001
5420,2,668,35.27830505371094,0.5360140800476074,34.74229049682617,0.0001
5440,2,688,35.17551803588867,0.43501773476600647,34.740501403808594,0.0001
5460,2,708,35.196563720703125,0.45231500267982483,34.74424743652344,0.0001
5480,2,728,35.35973358154297,0.617800235748291,34.7419319152832,0.0001
5500,2,748,35.2240104675293,0.4821588695049286,34.741851806640625,0.0001
5520,2,768,35.38250732421875,0.5632020831108093,34.819305419921875,0.0001
5540,2,788,35.308475494384766,0.5673087239265442,34.74116516113281,0.0001
5560,2,808,35.365318298339844,0.6248265504837036,34.7404899597168,0.0001
5580,2,828,35.2983283996582,0.5565213561058044,34.74180603027344,0.0001
5600,2,848,35.281517028808594,0.5415262579917908,34.739990234375,0.0001
5620,2,868,35.294647216796875,0.5540308952331543,34.74061584472656,0.0001
5640,2,888,35.311222076416016,0.5703606605529785,34.74085998535156,0.0001
5660,2,908,35.405006408691406,0.662638783454895,34.742366790771484,0.0001
5680,2,928,35.175960540771484,0.43578213453292847,34.740177154541016,0.0001
5700,2,948,35.167755126953125,0.4246431589126587,34.74311065673828,0.0001
5720,2,968,35.18394470214844,0.4433761239051819,34.740570068359375,0.0001
5740,2,988,35.14472961425781,0.40403681993484497,34.740692138671875,0.0001
5760,2,1008,35.283851623535156,0.5398516058921814,34.74399948120117,0.0001
5780,2,1028,35.21426773071289,0.47376707196235657,34.740501403808594,0.0001
5800,2,1048,35.39023971557617,0.6506091952323914,34.73963165283203,0.0001
5820,2,1068,35.192325592041016,0.4522794783115387,34.740047454833984,0.0001
5840,2,1088,35.26317596435547,0.5160006284713745,34.74717712402344,0.0001
5860,2,1108,35.35593032836914,0.6150387525558472,34.74089050292969,0.0001
5880,2,1128,35.28850173950195,0.5472659468650818,34.74123764038086,0.0001
5900,2,1148,35.31563949584961,0.575471043586731,34.740169525146484,0.0001
5920,2,1168,35.26964569091797,0.5288092494010925,34.74083709716797,0.0001
5940,2,1188,35.07928466796875,0.3366163969039917,34.74266815185547,0.0001
5960,2,1208,35.3556022644043,0.6157717108726501,34.739830017089844,0.0001
5980,2,1228,35.18028259277344,0.44061142206192017,34.73966979980469,0.0001
6000,2,1248,35.22216033935547,0.481347918510437,34.740814208984375,0.0001
6020,2,1268,35.31248474121094,0.5664169192314148,34.74606704711914,0.0001
6040,2,1288,35.164573669433594,0.423267126083374,34.74130630493164,0.0001
6060,2,1308,35.27067565917969,0.5295436382293701,34.74113082885742,0.0001
6080,2,1328,35.413490295410156,0.6726436614990234,34.7408447265625,0.0001
6100,2,1348,35.16107177734375,0.42126649618148804,34.73980712890625,0.0001
6120,2,1368,35.4281005859375,0.68638676404953,34.74171447753906,0.0001
6140,2,1388,35.3604736328125,0.6199728846549988,34.740501403808594,0.0001
6160,2,1408,35.102115631103516,0.36214596033096313,34.73997116088867,0.0001
6180,2,1428,35.2624397277832,0.5231543779373169,34.73928451538086,0.0001
6200,2,1448,35.4608154296875,0.7193758487701416,34.74143981933594,0.0001
6220,2,1468,35.19949722290039,0.4601731300354004,34.739322662353516,0.0001
6240,2,1488,35.23972702026367,0.49975910782814026,34.739967346191406,0.0001
6260,2,1508,35.201507568359375,0.46199142932891846,34.73951721191406,0.0001
6280,2,1528,35.13731384277344,0.3967573344707489,34.74055480957031,0.0001
6300,2,1548,35.37363052368164,0.6323240995407104,34.74130630493164,0.0001
6320,2,1568,35.10879898071289,0.36890721321105957,34.739891052246094,0.0001
6340,2,1588,35.15189743041992,0.4092758893966675,34.74262237548828,0.0001
6360,2,1608,35.29060363769531,0.5498530864715576,34.74074935913086,0.0001
6380,2,1628,35.257286071777344,0.5166314840316772,34.74065399169922,0.0001
6400,2,1648,35.50962448120117,0.7684510350227356,34.741172790527344,0.0001
6420,2,1668,35.39139938354492,0.6513829231262207,34.74001693725586,0.0001
6440,2,1688,35.304134368896484,0.5647240877151489,34.739410400390625,0.0001
6460,2,1708,35.23468017578125,0.4951602518558502,34.73952102661133,0.0001
6480,2,1728,35.22555923461914,0.4855705201625824,34.739990234375,0.0001
6500,2,1748,35.458702087402344,0.7176347374916077,34.741065979003906,0.0001
6520,2,1768,35.24141311645508,0.5001801252365112,34.741233825683594,0.0001
6540,2,1788,35.20164489746094,0.4622201919555664,34.73942565917969,0.0001
6560,2,1808,35.28615188598633,0.5464879274368286,34.739662170410156,0.0001
6580,2,1828,35.42073440551758,0.6811940670013428,34.739540100097656,0.0001
6600,2,1848,35.28926467895508,0.5494531393051147,34.739810943603516,0.0001
6620,2,1868,35.17677307128906,0.43723374605178833,34.739540100097656,0.0001
6640,2,1888,35.33834457397461,0.5985815525054932,34.73976135253906,0.0001
6660,2,1908,35.199642181396484,0.46006542444229126,34.73957824707031,0.0001
6680,2,1928,35.46529769897461,0.7256687879562378,34.739627838134766,0.0001
6700,2,1948,35.24720001220703,0.5075229406356812,34.73967742919922,0.0001
6720,2,1968,50.586936950683594,0.5877446532249451,49.99919128417969,0.0001
6740,2,1988,50.62057876586914,0.6213535070419312,49.99922561645508,0.0001
6760,2,2008,50.69954299926758,0.7005047798156738,49.99903869628906,0.0001
6780,2,2028,50.466182708740234,0.46661660075187683,49.99956512451172,0.0001
6800,2,2048,50.58098220825195,0.5812093019485474,49.99977111816406,0.0001
6820,2,2068,50.50209045410156,0.5029752254486084,49.999114990234375,0.0001
6840,2,2088,50.61915969848633,0.619558572769165,49.99959945678711,0.0001
6860,2,2108,50.460304260253906,0.46096646785736084,49.99933624267578,0.0001
6880,2,2128,50.536373138427734,0.5376037359237671,49.9987678527832,0.0001
6900,2,2148,50.59758377075195,0.5982933044433594,49.999290466308594,0.0001
6920,2,2168,50.548465728759766,0.5496818423271179,49.998783111572266,0.0001
6940,2,2188,50.584129333496094,0.5864027738571167,49.99772644042969,0.0001
6960,2,2208,50.5506477355957,0.5512424111366272,49.99940490722656,0.0001
6980,2,2228,50.471500396728516,0.47261637449264526,49.99888229370117,0.0001
7000,2,2248,50.67788314819336,0.6788885593414307,49.998992919921875,0.0001
7020,2,2268,50.43819046020508,0.4457106292247772,49.99248123168945,0.0001
7040,2,2288,50.61924743652344,0.6690713167190552,49.95017623901367,0.0001
7060,2,2308,45.89472198486328,0.49321189522743225,45.40150833129883,0.0001
7080,2,2328,42.329986572265625,0.5442381501197815,41.78574752807617,0.0001
7100,2,2348,38.91032028198242,0.5783207416534424,38.332000732421875,0.0001
7120,2,2368,38.23525619506836,0.36959707736968994,37.865657806396484,0.0001
7140,2,2388,35.60639953613281,0.5829421281814575,35.02345657348633,0.0001
7160,2,2408,35.26868438720703,0.4936705231666565,34.7750129699707,0.0001
7180,2,2428,35.32753372192383,0.5711458921432495,34.75638961791992,0.0001
7200,2,2448,35.24604797363281,0.4752575755119324,34.770790100097656,0.0001
7220,2,2468,35.34550857543945,0.5869441032409668,34.75856399536133,0.0001
7240,2,2488,35.33066177368164,0.5832675099372864,34.74739456176758,0.0001
7260,2,2508,35.28034591674805,0.5306909084320068,34.749656677246094,0.0001
7280,2,2528,35.4649543762207,0.7198466062545776,34.74510955810547,0.0001
7300,2,2548,35.2759895324707,0.5319265723228455,34.74406433105469,0.0001
7320,2,2568,35.38125228881836,0.638139009475708,34.74311447143555,0.0001
7340,2,2588,35.33412551879883,0.5808730721473694,34.75325393676758,0.0001
7360,2,2608,35.21208572387695,0.4684303402900696,34.743656158447266,0.0001
7380,2,2628,35.1982307434082,0.45170798897743225,34.74652099609375,0.0001
7400,2,2648,35.4267578125,0.6824033260345459,34.744354248046875,0.0001
7420,2,2668,35.37317657470703,0.6304327249526978,34.74274444580078,0.0001
